crop,soil_type,temperature,humidity,rainfall,fertilizer,irrigation,yield
5,4,34.4,48.7,155.9,191.8,4,55.466
4,0,27.2,66.3,1656.2,130.6,3,1.987
1,0,16.4,54.3,1896.3,238.9,4,5.863
5,3,32.0,75.2,1987.9,53.2,0,74.496
4,0,41.1,49.8,1115.4,64.0,1,1.776
7,0,35.9,29.4,2520.5,82.5,4,21.892
3,1,28.3,80.7,2969.0,91.8,4,2.9
2,2,25.3,42.2,2290.2,253.6,1,9.899
2,2,41.0,78.8,2828.9,215.3,3,5.602
2,4,37.3,47.7,1580.4,186.0,3,6.798
0,1,39.9,90.7,1381.3,65.2,1,3.911
7,1,41.5,27.7,919.4,164.5,2,17.296
1,0,13.3,57.7,2089.6,58.5,0,4.412
5,4,25.1,26.3,353.8,218.8,1,61.506
2,5,37.9,85.5,2652.4,171.6,3,6.055
0,0,18.4,44.8,464.6,107.5,1,5.682
1,4,19.8,80.5,1610.8,191.4,3,4.515
7,2,15.1,51.6,427.7,64.7,1,19.172
2,1,27.8,48.1,2266.0,5.9,2,5.349
0,4,20.8,90.2,2924.5,93.6,2,5.146
7,4,21.8,80.5,1553.4,254.9,0,40.349
3,4,41.3,58.1,559.9,293.1,3,3.689
7,4,39.5,47.7,946.4,79.6,1,23.177
6,1,25.8,81.1,2808.3,80.9,4,3.514
1,5,35.3,35.7,1054.4,191.3,4,3.77
1,1,40.6,46.5,848.8,134.4,3,2.677
7,0,20.4,44.4,1772.7,110.6,4,30.808
0,3,36.2,57.9,1742.2,56.0,0,5.655
3,5,40.6,34.3,2459.2,195.1,1,2.819
2,1,25.3,61.8,1089.3,93.9,0,6.988
7,4,22.2,72.6,300.4,149.5,0,25.821
7,0,40.6,82.3,1731.9,42.9,4,22.815
4,1,39.9,67.8,1592.0,185.8,3,1.397
2,4,30.4,79.7,243.7,169.1,1,6.966
2,5,11.8,75.8,1281.9,282.3,3,6.783
7,0,31.8,30.3,520.5,259.4,3,26.588
1,1,24.4,85.9,711.9,88.5,3,2.745
1,5,23.4,68.0,2452.9,90.9,0,4.309
0,5,23.8,51.3,1341.7,32.2,1,5.055
5,2,19.6,25.7,435.2,103.5,2,44.218
3,3,15.7,92.3,122.8,207.7,4,3.085
7,2,27.7,66.1,1183.3,24.8,3,18.977
4,2,31.8,59.3,1900.6,167.6,1,2.124
7,3,30.0,44.1,2734.7,53.5,0,27.868
6,5,17.9,72.0,2323.5,253.4,2,5.156
3,4,16.6,58.3,2171.1,233.4,0,5.165
5,2,21.1,44.4,2829.0,197.2,2,75.627
5,2,40.5,45.3,474.0,246.9,2,59.886
2,1,11.1,88.7,2861.6,168.8,3,4.439
5,2,14.1,89.3,610.3,223.7,0,71.541
1,4,23.2,79.2,1861.1,167.8,4,5.188
7,3,18.6,80.4,1139.4,120.4,2,26.657
4,4,15.1,87.4,1438.3,152.4,1,2.07
1,5,25.8,36.9,438.8,135.7,2,3.324
3,4,27.4,43.5,2845.3,173.2,0,4.673
3,1,10.4,85.6,2400.6,89.7,1,2.623
6,3,23.0,70.3,1695.3,81.8,2,4.673
2,3,20.5,31.5,191.1,135.6,3,4.447
3,3,37.2,86.6,2981.8,26.6,1,3.285
3,1,10.6,42.6,869.8,29.7,4,2.139
5,1,12.9,54.2,124.3,28.3,1,35.247
7,4,29.7,84.4,919.8,229.1,3,29.156
3,1,40.4,36.8,205.2,53.7,1,1.828
1,4,39.9,83.5,1228.2,64.8,3,3.031
1,2,15.2,31.3,1641.3,229.0,3,3.435
3,0,15.3,67.7,1769.5,228.4,2,4.805
1,5,14.8,58.2,1773.8,67.9,0,3.614
2,0,34.6,45.2,2142.6,181.7,2,8.84
5,2,20.6,25.7,591.7,17.7,3,37.803
7,1,10.1,56.7,601.0,193.5,1,23.119
1,1,19.0,55.5,2689.4,196.3,4,4.253
3,0,29.7,43.4,1491.9,7.4,1,3.215
6,4,17.2,48.3,1913.0,216.0,4,5.588
5,1,34.0,51.5,1811.5,241.6,4,73.47
4,0,14.7,48.3,1584.9,181.8,2,2.245
4,2,40.2,39.8,527.7,5.4,4,1.041
4,4,15.9,70.9,2729.3,130.7,1,2.023
4,4,10.7,62.8,2915.5,23.7,2,1.465
6,4,32.3,64.2,2404.5,193.4,0,5.831
3,3,21.9,28.2,435.0,107.2,4,2.963
5,0,10.2,35.2,2630.5,140.8,3,56.621
2,3,20.1,48.8,134.1,36.7,2,4.697
4,5,12.1,48.2,465.8,275.4,3,1.508
4,1,20.9,34.1,751.8,25.1,1,1.357
5,1,30.0,90.7,1382.4,172.5,0,69.734
2,3,20.0,87.0,1829.1,86.2,1,7.938
5,0,33.5,87.2,2332.4,86.0,1,77.158
7,2,15.9,77.8,1889.9,159.4,4,27.144
5,0,14.8,74.4,1918.2,82.9,3,59.848
3,0,15.0,75.3,527.2,204.4,3,3.651
2,0,40.2,45.5,2056.6,91.5,4,7.151
3,1,14.2,86.3,2375.8,168.6,2,3.011
0,1,16.5,68.5,1484.7,181.4,3,4.825
3,5,39.6,26.4,1709.7,111.9,4,2.341
5,3,34.9,34.2,1597.6,148.8,3,58.66
0,0,26.5,49.4,1990.1,287.4,2,9.078
2,1,17.9,78.3,1981.8,191.9,1,7.48
7,1,27.2,78.7,2430.8,259.3,0,32.438
0,0,19.4,50.6,1603.9,143.0,4,7.242
0,0,31.8,68.7,2780.8,193.6,3,6.401
3,3,18.6,66.7,1606.3,131.5,2,4.172
0,4,41.1,76.6,2147.3,159.7,2,5.313
7,0,10.7,46.2,488.0,94.5,1,21.505
6,2,21.6,78.3,2434.6,115.8,2,4.158
7,5,41.7,70.6,297.5,140.0,3,14.899
5,1,23.2,87.4,1901.3,100.1,3,47.935
3,5,23.4,70.1,2765.1,186.2,3,3.372
1,4,25.0,85.3,2233.6,71.5,3,3.596
5,4,24.2,53.3,1385.2,124.3,2,71.543
5,0,33.0,43.4,651.7,113.7,0,83.981
5,1,37.1,30.0,909.0,152.4,0,57.241
2,4,29.8,45.3,1098.9,54.9,4,6.763
7,5,40.7,48.4,478.8,34.3,1,15.637
3,0,32.1,82.6,2473.9,22.7,2,3.551
5,1,12.7,40.6,1247.9,266.0,1,69.537
5,0,24.3,72.5,2565.4,147.5,1,94.212
2,4,33.8,59.7,306.0,159.0,1,6.922
4,4,26.2,35.6,2803.4,195.1,0,2.363
4,5,25.3,73.5,129.9,114.4,3,1.12
5,5,36.7,31.8,2750.7,252.2,4,64.89
0,3,11.7,90.5,297.7,226.0,2,4.896
1,5,19.1,61.0,1055.4,1.5,0,3.171
1,3,39.7,56.0,2298.7,37.7,3,3.008
3,4,33.9,79.2,2734.0,44.8,1,3.334
7,3,21.5,59.3,1438.7,77.1,3,22.783
1,5,18.5,42.2,581.8,158.2,0,4.262
4,3,17.5,41.5,2753.8,237.0,3,2.133
4,3,19.0,64.2,1375.5,42.6,0,2.111
1,3,21.1,85.0,2387.1,174.0,2,4.843
5,2,10.3,71.3,1573.7,38.0,1,55.574
1,5,38.9,84.7,2599.7,111.5,3,2.546
3,5,12.4,33.4,337.1,292.5,3,2.485
5,2,30.9,82.6,1863.8,293.0,3,72.95
1,4,18.4,84.6,406.4,34.2,0,3.072
5,4,15.8,83.0,676.8,135.8,3,62.065
2,0,36.2,68.0,949.8,138.5,1,9.094
5,1,20.6,82.6,1277.5,187.4,3,57.547
0,5,38.5,50.5,1911.1,254.0,3,4.976
7,4,39.1,52.2,2148.5,42.0,4,21.05
3,5,24.9,36.6,1920.8,101.3,1,3.293
1,2,15.7,84.6,2243.9,173.3,2,4.16
0,2,38.6,69.6,121.9,208.4,2,3.737
2,4,40.8,34.8,2227.2,197.0,0,7.338
2,4,41.2,85.8,486.1,106.1,4,5.879
5,3,20.6,43.0,1617.0,238.7,3,82.007
1,5,34.4,31.9,2948.1,262.5,0,4.434
0,4,26.9,76.4,2293.4,22.1,4,5.462
2,3,27.3,48.0,453.9,23.7,1,6.655
5,4,21.7,39.4,2249.0,212.2,1,87.76
5,0,18.8,89.5,2614.7,122.0,0,86.484
6,2,26.2,62.1,1796.1,232.8,2,4.857
6,2,33.9,53.3,2942.7,71.9,0,4.028
5,0,10.1,59.4,1296.5,232.8,3,75.321
6,3,26.2,43.1,1888.3,156.1,1,5.468
0,5,37.8,90.6,2562.5,119.6,4,4.41
6,1,11.9,66.2,497.6,166.7,1,3.567
6,1,13.8,90.3,2360.5,117.3,2,3.511
6,5,31.5,65.1,2905.7,218.5,3,4.047
6,0,20.1,33.4,439.2,82.9,4,3.984
4,4,25.3,36.0,887.9,296.0,2,2.473
7,5,24.1,31.7,2977.3,267.0,0,29.987
1,2,27.0,32.0,1396.9,89.8,2,3.469
3,0,37.8,58.4,2962.2,165.3,2,4.198
0,2,23.2,35.9,1965.0,287.2,2,6.605
1,1,26.1,93.2,533.0,250.9,4,3.776
0,4,14.0,60.5,2719.4,283.2,2,7.193
0,3,11.8,91.9,1578.4,219.9,1,7.08
0,3,12.4,38.3,541.1,205.9,0,6.419
5,4,13.9,64.1,1557.4,239.5,0,94.264
2,1,29.9,64.4,2786.2,104.6,1,6.55
3,4,27.0,69.4,2220.7,29.1,1,3.464
6,1,14.8,44.8,1945.8,176.5,3,3.203
7,1,13.2,27.9,2598.5,228.0,1,22.364
6,2,23.2,47.3,2708.6,199.0,3,4.259
1,5,23.3,45.4,2050.9,242.1,0,5.151
2,3,13.6,90.3,1690.7,277.1,3,7.862
4,2,27.8,56.7,2581.1,230.2,1,2.377
1,0,36.3,32.7,1140.9,95.7,3,3.377
7,3,13.3,58.9,696.6,136.0,0,32.409
4,2,23.0,61.3,2171.8,107.1,2,1.796
0,0,38.6,39.7,2640.2,280.3,3,6.23
6,3,41.1,69.9,132.5,173.6,0,3.42
3,1,16.5,91.1,2865.2,144.8,2,2.93
6,2,11.5,45.3,1156.4,16.6,3,2.382
6,0,15.2,87.6,2551.3,6.9,2,3.426
0,4,11.6,77.5,1533.0,165.6,4,6.202
3,1,14.4,44.6,609.4,16.2,2,1.994
3,4,30.3,79.0,150.7,157.9,4,3.033
1,1,13.6,40.0,158.6,28.6,2,1.744
0,1,11.4,91.4,717.4,87.6,1,4.062
4,2,28.9,71.9,1899.9,162.4,1,2.184
5,4,38.3,41.6,1872.6,146.4,1,67.964
1,0,23.1,87.1,2761.4,131.0,4,5.159
1,0,29.4,73.3,2788.1,246.9,0,6.644
5,4,30.9,76.3,600.7,9.8,0,59.404
4,5,25.9,78.6,457.4,192.4,0,1.927
2,5,23.9,73.5,562.9,64.4,4,5.938
3,3,13.8,42.7,2539.3,132.1,4,3.935
1,5,18.6,77.5,2680.1,199.1,0,5.06
7,5,32.6,54.0,872.4,227.2,2,28.94
4,5,40.5,36.3,2308.1,102.4,0,1.383
5,2,21.2,67.0,434.5,244.5,0,79.957
6,0,36.0,41.6,766.0,26.4,1,4.186
4,3,26.8,89.7,1931.6,10.3,4,1.69
6,0,16.7,88.9,2229.6,27.2,2,3.84
5,1,36.6,30.7,667.1,142.6,3,44.953
0,5,16.5,70.4,2346.7,18.8,3,3.711
2,5,18.5,43.2,1730.0,50.0,1,5.824
6,2,41.8,87.2,2146.5,235.7,4,3.817
6,5,30.3,37.2,2312.3,57.0,2,3.152
1,2,39.4,84.7,817.3,179.9,2,3.477
0,1,37.9,74.2,971.8,74.5,4,4.417
2,2,21.2,40.2,953.0,86.3,4,6.339
3,0,12.2,43.6,2564.4,31.8,4,3.332
6,0,29.2,32.5,2322.6,226.7,2,5.308
5,5,37.1,28.1,1547.9,53.9,0,45.397
5,1,23.2,32.0,1021.3,267.5,0,72.754
0,4,41.5,74.2,1965.4,263.0,1,7.006
5,5,14.4,58.0,1595.4,248.3,3,64.912
7,4,41.5,82.1,2852.8,63.7,1,20.726
5,0,15.3,52.8,2050.4,16.6,3,49.093
0,1,26.0,46.2,344.6,164.2,1,5.001
6,4,28.9,45.0,1633.0,161.8,4,5.199
7,1,14.3,86.5,1842.0,186.3,0,25.67
0,3,18.2,93.9,2294.4,144.6,4,6.36
7,0,35.8,64.2,2807.7,155.4,3,25.687
1,5,21.7,53.0,2806.0,67.0,3,2.811
0,5,40.5,90.1,2625.5,126.8,1,4.643
0,3,37.0,42.8,1115.5,178.5,1,6.731
3,5,37.0,82.3,2733.3,296.3,2,3.991
7,2,15.2,82.1,2050.7,44.7,3,17.819
2,5,31.2,49.2,1115.9,54.5,3,5.004
3,1,16.0,94.0,2408.7,236.7,1,3.464
2,1,20.8,30.2,2988.6,286.8,4,7.531
2,0,21.7,58.9,1180.6,289.3,3,9.84
4,1,32.3,85.6,2084.0,56.6,2,1.341
0,0,11.0,73.7,347.8,140.6,0,5.599
7,3,19.6,65.4,1944.0,219.3,0,40.161
0,0,13.6,31.6,1425.0,111.7,0,6.262
2,4,35.8,59.5,1144.7,138.4,1,8.176
1,4,10.3,55.3,560.7,92.5,3,2.968
0,1,31.2,84.6,1763.0,29.2,0,4.248
0,4,17.3,64.8,1341.4,91.1,1,6.388
4,0,21.5,49.5,708.0,265.7,3,2.508
6,1,41.9,73.4,2514.8,100.5,2,3.198
2,4,13.8,72.9,2268.7,19.1,0,6.673
1,5,38.6,72.8,1226.0,17.2,0,2.949
0,4,20.3,48.7,1489.6,215.2,0,8.261
3,4,39.0,27.5,1550.4,61.1,3,2.225
0,4,17.4,40.5,1010.1,29.2,3,4.391
4,0,38.5,34.6,2880.0,219.0,2,2.122
1,0,21.3,36.6,425.2,257.8,4,4.965
5,2,24.1,36.0,1416.0,233.6,2,69.603
2,4,24.8,92.3,2208.7,292.6,3,8.711
1,4,34.2,73.9,1807.8,209.3,0,5.664
5,1,31.1,59.2,1871.1,241.6,1,84.113
7,5,16.5,29.3,2524.8,12.7,4,16.653
6,0,41.7,90.2,1121.7,95.9,3,3.014
6,0,36.3,44.9,1777.0,295.0,2,5.805
3,1,20.6,26.2,781.8,145.0,3,2.584
3,5,19.0,68.1,2246.8,76.4,4,3.37
6,2,16.9,73.7,1885.7,63.0,1,3.78
2,0,35.9,78.4,1858.6,281.3,2,10.337
2,3,27.2,75.7,1978.9,271.6,3,9.857
2,3,27.1,39.2,1398.6,139.5,0,9.935
1,5,14.5,84.0,2179.0,246.4,3,3.617
7,2,19.6,75.1,1894.8,142.3,3,23.439
4,0,12.7,27.8,192.3,252.6,1,1.562
5,0,39.3,34.5,1185.1,135.6,2,62.844
1,1,11.5,26.2,2224.2,234.3,0,3.463
1,0,17.6,33.2,1504.3,147.3,2,4.704
2,1,15.1,75.3,1060.4,34.4,1,5.404
4,3,21.6,65.1,2850.2,118.1,4,2.171
4,4,37.4,81.7,2582.6,52.4,1,1.655
4,2,34.4,90.7,2426.5,280.4,0,2.321
1,4,29.3,81.8,2669.4,230.0,3,4.839
5,4,35.4,29.2,1655.2,104.7,4,58.918
0,2,41.5,80.9,658.6,105.7,1,4.593
6,1,10.3,40.1,306.8,107.8,0,2.468
1,3,33.4,80.4,1500.8,292.4,3,4.724
6,5,16.4,77.8,1474.3,143.9,1,4.286
4,1,29.5,94.8,2924.6,243.5,1,1.967
6,4,15.6,42.4,2726.3,1.6,4,3.415
2,0,13.4,30.2,192.4,77.0,3,3.822
0,0,15.2,48.9,1154.0,217.7,0,8.268
4,1,19.4,32.7,2036.7,84.1,0,1.505
5,0,31.9,53.1,1745.0,157.1,2,85.131
3,2,27.1,77.9,2214.0,188.3,2,4.073
1,2,18.7,85.5,1137.6,57.7,1,3.909
1,1,33.8,42.8,2186.1,58.0,4,3.081
4,2,21.8,52.5,1765.0,296.1,1,2.582
1,5,19.8,48.0,2121.3,81.2,1,3.625
5,2,13.3,47.4,2005.8,149.1,0,70.079
4,2,32.2,92.5,630.9,34.6,1,1.529
2,0,35.8,57.8,281.1,276.2,1,9.043
5,1,34.9,36.4,2780.3,128.4,1,52.743
1,0,29.7,67.8,101.6,128.7,4,3.38
5,4,10.2,84.8,156.3,266.4,0,60.976
5,1,39.5,65.4,2918.5,286.6,3,59.063
3,5,18.8,69.8,1362.6,258.1,4,4.244
4,5,25.5,83.3,2277.1,264.2,0,2.385
6,1,29.7,30.2,1576.1,116.2,2,3.363
2,4,22.7,41.6,489.2,136.8,2,7.022
7,1,33.6,41.5,1504.4,242.5,1,27.34
3,3,13.1,41.4,601.8,95.0,0,3.636
2,0,17.8,30.4,2279.8,93.8,0,7.536
2,0,41.2,41.8,2620.6,113.7,0,7.237
5,1,17.6,34.6,1770.8,91.8,2,54.019
1,4,26.7,61.1,906.7,237.9,4,5.698
5,3,22.9,50.5,568.7,102.3,2,71.582
5,0,20.9,62.5,1984.6,86.7,4,84.032
5,0,18.8,94.3,1254.2,236.7,0,96.723
0,0,33.7,89.3,700.9,272.0,0,8.463
3,4,20.0,41.7,2486.2,48.8,1,3.56
0,3,39.8,80.3,2345.4,222.8,4,6.868
4,4,33.7,65.8,2731.6,280.9,1,2.857
3,3,41.6,86.4,994.5,165.4,3,3.101
0,1,23.4,29.9,952.1,285.1,2,5.489
5,1,33.8,75.9,868.1,151.5,2,57.321
1,0,16.4,29.7,1079.9,24.5,0,3.87
6,4,29.9,61.4,911.1,103.4,3,4.396
0,4,29.5,87.7,2741.3,248.5,1,7.886
7,2,11.5,25.1,1555.8,35.2,4,15.886
2,5,36.7,75.3,2182.1,25.6,3,4.786
7,1,37.0,45.7,2808.2,65.7,3,15.058
4,4,29.2,93.3,592.3,98.7,3,1.485
1,3,33.5,34.5,2859.0,27.6,4,3.452
0,3,35.6,43.4,1309.3,135.7,1,6.325
1,1,10.4,45.5,510.7,38.6,4,2.556
0,1,20.8,83.0,294.6,28.0,0,3.376
3,4,14.1,76.7,1452.3,133.6,3,3.267
5,0,23.8,78.1,1794.9,199.5,1,102.953
3,5,16.5,68.6,2178.3,43.8,3,2.44
2,2,14.7,51.5,516.2,81.2,2,5.68
0,0,39.4,61.0,2921.4,57.2,0,5.736
5,0,37.6,75.8,1090.8,104.8,4,74.116
0,3,22.7,28.3,2506.1,7.4,4,4.435
7,2,27.4,91.1,2598.8,152.7,3,23.83
6,0,37.5,44.9,1022.5,41.9,2,3.709
7,5,15.9,67.1,2228.3,107.1,3,19.215
6,2,19.6,83.6,1164.1,58.0,1,3.992
1,2,21.1,83.9,2655.1,142.0,2,4.243
0,5,30.5,36.4,252.5,48.0,1,3.58
0,5,22.4,48.7,586.9,109.8,2,4.713
2,0,29.8,38.5,2648.1,93.6,1,8.433
1,2,29.6,94.1,1789.7,239.1,2,4.511
2,4,21.1,56.5,1553.8,147.3,4,8.901
7,1,25.4,63.5,1891.3,70.5,2,20.83
7,0,39.5,59.7,2792.4,106.2,4,27.254
5,4,24.5,72.6,1752.9,236.3,4,95.1
7,2,33.9,70.2,2356.5,266.1,3,26.524
6,5,29.0,60.1,477.1,296.9,3,4.047
4,1,16.1,40.6,658.4,115.3,4,1.542
2,0,41.3,92.2,2430.0,73.6,0,6.705
0,1,11.8,83.5,1736.3,112.0,2,4.117
0,4,24.3,39.2,2676.3,130.7,3,5.313
1,5,26.6,33.6,1603.5,258.2,2,4.615
2,0,24.6,38.7,2922.4,22.4,3,5.943
7,1,40.5,44.5,1525.1,228.3,4,22.835
3,5,13.4,74.2,196.4,14.0,1,2.042
3,4,20.4,71.9,2552.9,261.3,1,5.431
4,2,25.7,85.6,2429.1,148.8,1,2.109
3,1,37.2,90.6,2362.6,53.5,1,2.62
3,0,11.1,53.0,2958.8,238.6,2,4.425
3,3,30.5,59.9,1909.1,130.7,2,4.261
3,0,25.2,34.6,2065.5,255.6,2,4.905
5,2,23.2,71.1,2342.4,295.8,1,95.266
3,2,27.6,84.7,2957.2,165.1,2,3.617
5,3,11.2,84.5,151.9,177.7,3,44.535
6,3,41.0,88.0,1743.7,238.0,2,4.399
6,4,22.9,48.6,2210.2,89.0,0,4.702
3,4,12.7,39.4,882.3,167.7,1,3.687
3,5,20.4,39.8,1154.6,274.0,4,4.237
1,5,23.6,60.5,109.3,146.0,2,2.727
6,0,27.1,57.3,1559.6,298.8,2,7.217
5,2,13.1,51.7,2977.8,166.5,2,67.271
2,0,32.0,65.5,1948.6,175.5,3,8.302
6,1,29.2,87.4,1085.3,148.8,3,3.478
7,4,27.1,78.1,1780.5,66.5,2,23.803
5,3,14.4,47.4,2332.1,225.4,2,77.943
5,1,17.6,44.6,1220.6,190.3,2,64.634
1,4,12.5,84.9,673.4,108.8,0,4.271
7,1,39.4,55.9,877.1,88.3,3,16.438
5,2,10.5,67.0,2199.1,118.5,1,65.386
7,4,14.9,77.8,724.1,97.3,2,25.467
3,5,23.1,30.5,2078.5,183.7,1,3.59
1,2,19.2,72.4,2255.6,50.6,4,3.67
5,3,26.1,34.0,899.4,70.3,4,66.505
2,2,27.5,45.2,102.8,109.0,2,4.931
2,1,35.1,67.3,2035.8,229.7,1,8.012
1,1,31.2,88.0,1951.6,236.5,0,5.029
2,3,16.8,51.5,1352.7,122.7,2,7.765
1,2,22.0,89.2,1471.4,254.7,2,4.74
6,2,35.7,62.1,611.9,78.6,4,3.421
7,3,17.3,81.5,2015.1,268.0,4,36.76
0,1,19.9,83.1,1772.5,32.7,3,3.763
2,0,38.3,85.2,282.3,260.0,4,7.545
0,5,22.5,25.2,1955.3,260.4,1,6.139
6,0,35.7,51.1,2617.1,96.5,0,5.247
0,4,30.8,25.9,2016.0,234.6,3,5.613
6,1,15.3,92.2,773.0,146.5,0,3.701
0,1,40.2,49.9,2779.2,164.1,1,5.152
2,4,27.5,56.8,146.3,3.9,4,4.371
6,5,17.8,89.3,983.3,179.0,4,4.31
2,3,37.0,26.2,690.2,156.3,0,7.116
2,0,18.5,45.5,2127.9,178.5,0,10.193
1,1,32.6,63.9,2624.3,144.3,4,3.736
2,0,33.0,55.1,102.9,120.1,1,6.09
3,0,20.3,39.2,458.9,218.6,0,4.514
7,2,16.4,85.5,2272.3,251.6,4,31.126
5,0,23.3,75.5,1545.2,25.6,0,73.967
3,0,29.3,83.9,1741.2,38.9,4,3.794
7,4,38.7,77.5,2502.6,137.0,3,24.093
1,2,36.5,60.3,1558.9,128.4,2,3.456
3,5,34.1,85.7,2001.6,265.0,1,4.253
5,1,30.1,26.1,1837.9,43.9,0,45.213
6,0,28.3,70.2,199.0,20.2,2,3.103
3,3,13.8,85.6,1234.5,116.1,3,3.294
1,2,25.3,80.1,2638.8,288.9,1,5.843
2,3,15.2,72.8,1350.0,178.7,3,7.977
5,5,40.0,85.6,473.8,3.5,3,33.643
1,1,31.0,94.7,2756.7,260.7,4,4.196
4,4,22.0,74.0,1981.1,51.5,0,1.961
3,2,36.6,25.9,844.0,116.2,1,2.931
0,1,11.6,27.0,2581.4,150.0,1,3.864
6,0,29.3,70.4,962.3,284.2,2,6.663
5,1,37.6,33.0,1406.5,12.4,0,36.721
4,5,14.1,45.6,2301.1,153.1,3,1.368
2,4,26.7,30.3,2702.3,71.7,0,7.093
2,1,18.3,54.4,1312.8,279.7,3,7.1
4,4,37.3,88.7,1002.8,72.6,1,1.816
2,0,26.4,34.9,2048.1,188.5,4,9.129
7,1,39.1,64.5,2519.0,206.1,2,23.506
2,1,20.9,84.8,1549.3,252.1,0,8.484
3,5,21.4,67.0,2676.7,81.0,1,3.698
2,5,26.6,94.2,487.2,202.9,1,6.863
2,1,21.0,81.6,2347.8,75.8,1,5.836
1,0,19.2,79.8,748.5,74.3,2,4.342
7,0,17.8,48.6,1451.2,209.3,0,37.617
5,0,17.9,34.6,1630.6,62.5,4,64.639
0,3,35.6,52.2,698.3,117.4,0,6.742
7,2,14.6,62.2,2112.1,139.5,1,25.506
4,0,32.2,68.5,1966.5,119.6,1,2.328
1,3,28.0,90.6,2746.1,15.7,2,3.838
0,3,39.5,55.1,211.1,193.0,2,4.655
0,5,21.2,46.2,1579.9,83.2,2,4.521
6,2,34.9,57.9,2250.0,272.6,1,5.666
3,3,30.0,67.0,1075.1,98.1,0,4.345
0,1,10.5,58.8,1914.7,120.8,3,3.85
2,2,32.2,39.5,2067.8,48.4,4,5.683
0,2,34.1,56.8,2716.6,215.2,3,5.633
6,4,23.0,62.3,995.4,14.4,3,3.437
4,3,27.0,48.1,2821.0,109.4,0,2.452
7,5,12.8,76.3,528.4,281.4,2,26.058
5,5,35.7,53.4,1508.8,8.3,3,37.648
5,0,30.9,51.3,1896.6,108.1,3,66.681
3,3,37.8,27.6,1880.0,259.8,1,4.168
5,5,39.7,87.8,486.5,88.4,2,40.99
5,5,21.1,59.2,2027.1,103.0,3,50.687
6,1,21.1,64.8,2450.7,55.9,1,3.833
3,2,30.8,48.0,1875.7,252.1,2,4.296
1,3,30.7,63.8,2325.2,33.2,3,3.429
4,4,12.1,53.0,2178.5,265.8,3,2.009
5,5,19.9,60.9,2392.2,291.3,4,84.265
6,4,29.7,74.8,1252.6,55.0,0,4.846
2,4,17.0,83.9,552.1,99.0,3,5.433
4,4,18.5,91.4,2147.7,65.3,0,1.928
5,4,41.7,67.0,2915.1,242.2,4,78.465
4,5,11.1,83.4,1821.0,64.5,2,1.242
3,2,29.0,70.3,2648.6,48.1,2,3.268
3,2,26.0,53.2,2723.7,167.5,1,3.955
4,2,35.8,38.4,1428.3,210.8,3,1.682
6,4,21.1,64.5,548.4,116.1,4,4.603
2,1,14.8,87.6,549.9,229.3,2,6.039
6,2,40.0,72.1,1553.6,20.3,4,2.913
5,1,32.8,80.5,302.3,81.7,1,41.86
5,2,15.8,52.5,883.1,15.2,1,52.673
2,5,20.5,44.6,1478.3,106.4,2,6.607
0,0,10.4,25.6,2353.0,295.5,4,5.959
3,1,25.1,36.7,1496.0,112.9,2,2.74
5,0,32.4,47.9,504.9,259.4,3,78.466
0,4,15.5,79.0,1441.5,52.4,0,5.313
4,3,32.7,35.7,1870.0,193.1,3,1.803
2,0,21.3,32.1,2301.6,88.5,1,7.841
4,2,23.4,80.8,2090.1,86.7,0,1.953
7,2,15.8,45.3,1684.6,187.5,1,29.304
1,4,15.8,42.2,850.8,281.9,1,5.809
2,1,30.9,71.7,855.6,10.6,1,4.818
5,1,24.9,71.3,1201.4,88.3,3,52.841
2,2,34.0,85.8,2462.2,77.7,4,6.247
6,1,14.7,58.2,2109.8,2.2,4,2.924
1,5,20.6,80.5,2582.3,121.6,0,4.384
2,5,33.0,93.9,2122.3,72.0,3,4.701
4,2,39.6,53.3,2642.2,92.0,1,1.586
7,5,11.0,59.1,757.6,92.2,2,20.359
2,0,32.1,85.4,665.7,23.8,0,7.992
4,3,31.3,83.8,961.0,127.4,2,2.04
7,5,23.0,30.3,2203.0,213.4,2,23.725
1,0,31.7,79.1,2593.6,108.6,2,4.663
4,2,27.6,68.3,2790.5,20.1,0,1.669
0,4,17.0,81.9,104.7,7.8,0,3.736
1,5,14.2,40.7,1558.7,95.7,3,2.709
6,0,34.8,60.6,2855.1,245.3,2,6.023
7,4,17.8,69.1,2062.4,252.7,3,29.353
6,3,41.4,93.0,1568.8,162.6,0,4.24
6,3,12.6,38.3,1493.8,221.5,1,5.507
7,5,22.3,66.0,1550.0,165.4,1,30.068
2,0,32.0,92.6,332.9,116.4,3,5.424
7,5,39.9,27.8,2602.0,237.5,1,22.821
2,1,16.3,67.1,1918.3,102.5,0,7.057
2,4,12.7,25.4,1264.4,227.2,1,7.514
7,5,15.2,56.5,467.1,88.4,4,20.997
6,3,27.1,77.1,2508.2,101.4,0,5.048
5,1,12.1,46.8,1743.9,275.5,2,67.177
0,1,20.0,42.2,1283.7,172.6,2,5.182
6,2,31.3,42.6,1394.4,229.7,3,4.582
0,0,41.6,37.2,750.7,138.2,2,4.576
5,3,14.2,91.9,2405.5,244.5,2,81.171
4,1,20.1,35.3,2480.7,134.6,4,1.678
5,1,20.0,39.0,870.8,72.9,0,61.919
5,1,21.8,37.3,1095.0,164.0,1,65.412
5,2,12.6,28.9,876.6,97.4,1,57.468
